6898,-5617,-775,-5958,7474
4588,6124,3468,1142,8519
-9051,-4221,-1041,9541,967
3967,-9290,-8302,-4575,-1133
-1005,-5765,-8191,464,-1804
6915,350,8020,-882,-6676
355,8191,8858,-60,-3969
1188,5478,3614,3985,393
-1662,1382,-9876,3974,-1095
-6221,8067,1838,-2651,5400
6131,-6956,8758,-9907,-7698
-2503,-2200,-7041,9474,-2111
2865,2129,605,9516,-9988
-9156,-2810,-9655,-5000,5157
6723,-5092,-4043,1694,6958
-391,-1049,-8508,-188,7875
-9482,-1563,3069,5299,-33
-3282,4772,8374,-1588,7360
-5092,-9671,1291,-7201,4535
8655,-6234,4610,-8006,1848
-3635,7922,4814,4886,-6151
-7797,6707,9445,-4147,3145
6585,3529,-2353,3855,4458
8034,-3837,6791,6901,-4782
-6386,-7999,-7438,-1721,7292
-6475,-5574,987,-5027,-20
8334,-2180,-2327,2799,1808
4731,4038,4656,3933,-6544
-4016,427,-4465,8005,9213
-34,-539,-9332,8724,-1603
-5105,2940,-5800,2349,-2264
-8500,-3870,-9189,2404,2510
-4601,9260,-2116,-9429,-7267
8318,-3967,-9897,-1116,2571
-6525,-7238,-3799,5926,-440
-7228,-110,7274,6374,7027
-1387,-781,-7238,-2123,8007
1887,-5301,-9808,-9275,-4114
-9604,-2405,-4023,5261,-4564
7707,-7982,7666,9157,-3636
-2296,4793,-1926,5250,-785
1356,-7507,7805,-3970,-5177
-1655,-7312,9280,-6414,-3583
-2694,1483,272,-946,1858
8658,-1580,3122,-9457,1875
-9745,1444,591,-9717,6243
-6142,-6243,-7938,-1795,-1103
-8935,6239,716,9951,-2452
-5626,-8804,771,2619,2530
986,868,-5261,-9092,4971
8267,1276,-8410,1505,5932
-5390,5818,-2831,-6841,8770
-9209,4339,4387,7765,-6866
1823,-5614,-5452,-9689,1238
9943,8200,861,-7092,2273
4660,1792,7494,-7578,-934
-5157,5640,1305,-9654,8772
5702,7748,-6113,2176,-5271
2942,-7770,-3750,6468,-5838
-4979,-1367,-9199,6479,3032
-9646,-6177,5540,1279,4025
-8126,6001,9435,-1112,-2066
-8107,208,-4097,-3591,-318
-6993,-1177,4171,515,7819
-6632,-1052,-9685,4144,7341
5515,-2587,-3064,9593,-7583
-9264,-3717,6181,-6935,588
-1559,-1334,-3612,-7168,3023
-7343,-5213,-8562,3955,250
2591,-1223,-1155,-4702,-4138
9528,4237,8978,-7727,-4448
3269,-8047,8938,6719,2718
6992,7561,-9291,-7795,-2862
9255,-3012,8971,-8697,7915
5748,-5138,1746,9656,-2018
-6260,9149,6965,7646,-6870
-793,7731,3757,-9679,5294
7279,2960,-53,2677,-5726
-2393,-7422,7215,-1592,-8032
-294,-8680,862,-8234,5338
7465,-8669,-6212,-1971,-4025
-8674,5480,-8517,-9425,-5058
-8216,-4957,-3134,4961,-8749
8540,-725,4684,-2648,-5398
4493,-6164,-7949,1916,-6136
4525,-8629,7423,-3399,-8896
144,-2988,2110,-7493,-4615
-5125,-7114,2645,-3292,-1030
7173,-1324,-1841,304,-7634
1627,5007,-3833,6925,6721
-2961,-477,-2750,-853,-9577
-9569,7853,9700,-6426,512
9330,-2449,-5050,-2767,84
-7655,4509,1949,-2060,-5500
-4361,4969,-1686,6055,7347
-8065,-421,4054,-8565,-7008
7300,-4187,-6768,6112,-3518
-958,-3959,4701,-4383,107
-6197,1887,8678,6356,-2903
4405,615,-7021,8416,8567
-5327,9758,6055,25,3929
-4110,1502,-6581,3252,-35
-9500,-7861,9497,-3858,-1700
-9938,7218,-1561,6098,9203
-4925,-1104,-9256,-4187,4897
-4538,9846,-9899,-6780,-8170
-7283,-6830,4821,2647,7367
-633,3074,1668,-3393,-937
-6933,-2612,-9123,-5245,7531
-9863,-2331,6353,8594,6569
-6328,-722,6774,-9220,-9986
6581,8334,8562,9364,2515
2132,2379,-9613,1969,-5288
3739,-981,-9172,5664,8775
-4745,8517,-6676,5189,9340
-101,3373,-414,-6089,807
-8672,5563,-5911,-7239,-6054
-5560,8930,968,1213,-3493
2545,-9504,6675,-9351,-9717
5134,4074,570,-1531,-2529
-7094,2503,-9922,-9590,-7249
1374,2835,6786,3439,-5843
-4290,1462,-3883,-5320,9307
-2951,-222,5320,4381,3349
-3528,-6214,1479,6507,-3716
8394,3940,6650,-6424,-2092
-656,-1883,947,8621,9776
-1652,7451,7830,3777,-6456
-5514,-2765,-9601,-5835,-4601
7352,3138,4979,4315,-8610
-4967,9102,-7390,2866,8880
4735,7661,2081,5630,-5112
-1447,-8400,9465,-4524,-2525
-6822,-1690,7831,-7371,-5696
9287,-281,9376,1135,-7084
-4549,1397,1321,-7190,-6554
-5816,3064,-5338,-115,-3243
-3928,7860,-3211,9409,8906
-2156,5052,7906,-8848,2461
6270,3222,-4256,-3430,-9765
8350,-7882,-9821,8541,-5639
4453,-8868,3529,8167,7986
6294,8414,676,7032,-1715
1100,-5091,8408,-1015,4306
-4449,-2380,9847,8633,-7178
1823,6102,5735,-9068,-6617
6740,6731,-4969,-4322,4775
-500,-5741,9101,-4562,-9212
-5738,-9135,7686,3832,8893
-557,4954,7090,885,-6808
-4848,-1115,-4523,-9821,2693
-2289,2081,-23,1113,4168
3765,2531,-6275,1076,3935
-7472,-8372,3042,-3124,-9275
7777,-2471,-4384,1385,-953
-6826,-3634,7488,49,-1086
-6847,4134,5906,8429,7750
5151,-2702,-1349,1610,-4993
-7351,6229,-5202,-9776,8962
7042,-4906,2984,4181,-8764
8316,2866,-6341,7953,2665
-6020,7288,-8396,4145,-7155
-214,6612,293,-9573,5012
-1686,101,-8567,-4258,8203
2581,-8751,9700,8389,105
-6535,-2128,1711,4471,-9375
5090,2897,1247,-2915,-2825
-895,-5791,5836,-1905,-7119
-4342,-8903,7872,-838,-9548
6231,9863,-9785,7240,4394
5560,-581,-681,-8931,5641
-8855,248,2796,6110,-3209
6778,-200,3084,7209,-9157
3837,9727,6399,2203,-988
-9650,-7849,6974,-9321,-4268
-830,-7601,-4625,755,9033
-373,-1441,2278,6965,-6110
3801,3329,-2149,-7779,3793
5450,3341,6452,-8633,-609
4548,8540,-2942,-2010,-7945
5997,5465,-7336,-7566,7283
-9234,-8792,3875,6344,2540
5335,7139,-8071,6517,9440
-9319,7718,-3536,-5859,3821
3413,7955,-3647,4104,4674
5153,-1409,-3406,683,6142
-4396,-5345,3064,-3416,5143
7422,-9974,-7668,-4099,3261
-5059,4738,6173,-9244,-4191
-3329,-2059,-2949,5322,-173
842,1554,7297,-7313,7287
8644,5937,6752,-5668,-1355
1204,5961,-4640,-2494,3337
-202,8360,3967,-8487,4354
7093,-7524,-4695,373,1161
-9551,-5730,-2974,-6505,6944
8129,-9361,-4299,-5697,604
-1346,-5260,5028,240,-1885
-5650,-2004,-4316,-154,4122
-2896,6478,-3517,-7187,-2790
-4453,-864,9444,5151,-6687
-9584,2605,6198,-9412,3902
-6694,7036,-9787,411,-7946
-695,-732,-4958,7180,8715
-4923,-2220,8094,-7528,-175
2721,-8943,-6821,726,6261
-8910,-7546,8550,-3094,-600
-6599,-6886,1057,-8886,-3411
-7649,-2510,-3910,-3429,4204
7542,-2646,-3894,-7280,4418
1628,3487,5326,2698,432
-9143,-6359,-9114,8511,1714
848,-3276,8914,-3782,8585
1789,299,5239,9629,6990
-2581,-5650,-4436,4637,-2530
9874,-2407,-4046,8793,7334
-5806,2519,7211,-8712,1470
6289,-5178,7440,1309,7173
5624,-2039,9083,6027,-4828
-3333,7367,-3053,9482,-4113
-8391,1778,-2942,-365,5441
4908,-4046,540,-4393,-2537
-5547,-1555,-2885,-7044,3797
9421,8306,5246,-2835,9098
-2827,8845,7568,-6327,-7492
5128,6795,-2885,1172,-9543
3716,844,7960,8521,3725
-8908,5673,-6006,370,2121
-630,6528,6463,-4366,-6328
-9055,-6200,-1415,-2578,4538
1102,-7613,4345,-406,-1442
-172,4110,-4032,-6113,-8385
8133,-9196,-6830,-188,-9546
-9554,5970,5879,-7373,8305
9865,-9758,-8452,4620,9033
957,2318,-9748,-4430,-7530
-3982,-2029,402,1236,-7216
2516,4415,3100,-982,6332
-4158,6939,-40,-6707,-8964
-3790,2472,-6418,-7117,1503
6259,-8126,2326,-371,4903
-9933,-9091,-9801,9645,3313
4621,-8092,3625,9546,6194
-1617,1714,-5721,-706,3129
-8526,-2998,-4444,-9874,1672
-4231,-8272,8140,5024,-8278
8070,-4319,-6729,-1626,-8869
-2241,4412,-6104,-9683,-2390
5305,-8476,9163,-597,9603
-686,-5893,-903,-1128,-1465
-7760,-3012,-8521,-7871,-2782
1899,4255,3777,3503,633
3988,7976,-3189,-8512,-5465
-3237,5719,-3002,7865,-9993
5283,-9902,-995,-3568,3619
-2184,6034,836,-7499,4643
-4402,-8540,-6285,9087,264
1879,-2907,-8801,5503,9442
2357,3483,-5707,4329,719
-608,-1300,-4176,-2816,-8714
-9210,785,4116,1071,2212
5611,-8852,1575,-3743,-9696
2471,8603,3366,7703,-7261
7353,-1151,420,7388,-2180
7251,-8834,-5446,-6557,-3777
6888,4395,3611,-1422,-5060
9779,-7432,-872,1711,7729
1468,5976,-4817,118,-7142
3453,-1409,2394,-982,4126
-9345,5679,-3597,-4224,-5937
5241,-7967,-5476,2474,-7640
-7081,4572,308,-3949,445
-7404,-3662,-9734,66,-456
-8881,2342,-1662,-7594,8161
8395,9987,-6755,3151,-6538
9079,9909,-5222,-1030,-1154
-6978,-2094,6850,-7700,-5254
4714,2807,-7907,6525,7715
1317,1226,8400,9161,8183
1143,2669,-9123,4547,6387
-2907,8083,-7181,-4432,-6101
9240,7968,-7410,-1565,1110
7744,-5059,-2564,-8118,1031
4866,-4568,3669,-8939,809
4368,-200,9986,-2332,9363
-9293,7815,1371,4638,1086
8782,-8599,7835,1296,4422
-1053,-7877,-7191,9536,7045
3763,-3923,5020,-4181,-5120
6563,9220,-8429,4880,9133
4603,4426,-8800,3856,-7315
2083,-442,9892,-8516,9264
3380,-8806,7704,8986,4642
-9925,-9196,6789,9260,-986
-5490,9905,-7521,5852,1
6926,-8010,-1026,2497,4268
9777,-5254,7993,3458,-8494
9504,6565,-5483,-8290,-7080
-9773,-2627,2803,5226,-1495
-1459,-684,4461,-9724,7784
8438,-6289,-3253,-6521,4854
246,1886,-5774,-3767,731
-4980,-7047,3929,4867,6065
-8674,9006,1741,-656,2719
-5072,-4002,-9540,5119,9071
-4602,5114,8792,-2632,947
85,-153,3917,7835,4605
-2042,-8159,7440,8335,9042
5939,-870,-2421,-4101,-7824
-8485,6109,4403,-8853,-6061
7754,3529,8146,-2783,4542
3690,2813,-8216,-243,162
-8513,9049,-4374,-9588,6083
-8841,5231,-9597,-5875,768
-6651,1440,1780,7060,-2131
-605,-1237,4305,-6633,4533
-7152,-2995,-4627,-516,-2325
-98,-9441,3867,9793,-2024
287,-1314,-2054,3677,7010
3185,-2379,-5510,-9995,-8697
8764,-7102,-3633,1038,-6068
8583,1361,6919,-5167,-772
-3828,9843,6676,-655,-425
-6378,-5272,-7933,-3717,-7101
7959,-5262,-5249,7797,-2918
-1853,-8403,4239,-2259,-845
-4203,5995,-7723,-4586,-3169
-5531,5205,-6008,-2465,-2118
-3407,8299,2784,1013,-8350
-7847,-4431,-4787,-2287,2245
1966,-7635,-8053,4685,7261
3178,-9155,8815,-3236,-9208
4584,-1779,6229,8892,-5704
401,-2714,-5224,-2353,-4190
6720,-4496,7749,-8560,1709
-2651,9749,7201,505,-4295
36,-6710,9903,3179,9764
-8511,-4643,4144,436,-5067
9228,-5090,-9266,2084,813
-9960,4471,8041,-953,322
-5220,5153,-9484,-2462,-8288
4007,-6032,-2545,900,-6712
8165,-90,-7005,-2037,1030
8833,-5458,-2333,-1597,-8618
-5943,-8468,3172,-8634,5024
-5730,5949,-3085,1834,4513
-3156,6067,-9111,9063,-4502
1202,-1357,-9354,7740,7179
8896,4110,-770,7610,8893
472,-1824,-6444,5821,4170
-5180,7032,8370,-8620,6980
-2618,-4361,-1848,-3824,-3388
7691,-1061,3334,-4417,-129
7466,3634,9252,-1315,1431
-8910,-5394,6824,4287,4949
-2184,3755,9253,4370,-3872
-1147,-6348,-8925,-3351,9237
-6565,9093,806,7613,8625
-651,6325,605,3279,7389
-3501,-8497,7683,5582,-1449
-1782,-871,3330,-4834,-4451
-2768,-9671,-8356,-324,9195
-3593,-9419,-9241,-5364,9655
2309,6525,6388,-3361,2435
457,6373,4816,-3296,9104
-7039,-724,-1561,3808,9148
2742,-2282,3382,-755,-8476
8776,-6949,-4085,3262,-892
-9037,-4561,-3419,9099,6368
-857,-9244,-9511,1035,-8786
2509,-9613,-5390,646,-8454
9908,-5554,6538,96,-6642
-763,-8939,-3855,2080,6985
-147,-6648,1096,-4798,9993
-5055,-4780,-2523,488,1530
3940,3404,-3672,-279,6950
-4486,6144,-1666,-2814,-5548
-3691,-3645,4320,2165,3738
7249,-6868,3486,754,6854
-9797,-9979,-5940,-2381,291
-1093,8174,-7209,9276,-7452
-7844,3435,8637,6866,4436
-4753,9172,-5562,8265,-4378
-7381,9657,3958,-6164,2021
8412,-9146,2058,-3671,-5894
-6669,-892,2544,-2219,7607
7208,4831,9086,-2145,-7212
640,4902,-8754,1506,-2542
6672,4257,4134,3905,-4365
9488,6040,-3928,901,-1823
-1760,3392,7152,2998,-5597
-9258,-6677,-4154,1257,-6759
5168,3077,-6980,7523,-1002
-3176,-6044,5316,2837,-9420
3760,-9875,-6647,3546,4633
1868,-3851,9644,1237,6672
-6199,-8641,-3159,4559,-7834
5007,8985,5000,1112,8101
-5268,-9382,8071,-9233,-7616
1670,-2447,6965,-7938,3241
6193,-4165,-3113,-8640,374
2350,9102,8050,7424,-5793
-8685,7247,-795,-2816,1459
-6035,-6389,-3429,3558,-1837
6034,4396,8182,5725,4635
-2804,-9725,1540,-372,-8143
-4090,-8961,1586,-6671,-9265
2883,1528,6631,-2267,-5878
-5145,-1089,-4467,-5498,2004
884,-218,2479,-9032,-7399
-315,-1906,-5519,-2610,-8578
4200,2377,-8228,193,4561
856,5487,8784,5243,5508
9343,2615,-1266,8666,442
-318,-8262,-6172,6420,-9216
-2052,6652,-6508,-1134,-3327
1319,-985,3508,9549,-9064
-2096,-3487,-3750,-264,-7654
-8049,5198,5743,453,-8483
784,-3487,-2376,2310,-9783
-2974,3694,3278,-9081,1625
3028,5310,-3875,-6338,-3045
8227,-9034,-401,8788,-2207
-627,6200,5216,8340,2682
-2058,5386,470,8074,8447
-1197,5790,3429,9331,2308
-7261,2121,-5121,-8995,8278
-7918,-156,9988,-147,1263
5811,-3661,9022,-7937,5757
-2221,-548,3761,2964,2450
1659,-1920,163,-6503,4528
4007,-8514,-9804,-7839,7796
-9928,-893,6843,-9980,-8653
-9728,-8899,-3751,-4834,-6015
-1198,-2891,-6976,-5531,-1029
2155,8536,2462,4511,-7914
1759,-6143,9152,1065,-4012
-4522,-7368,-6642,-7531,7215
-857,-449,2998,6685,2144
-7538,-1091,-3073,8473,1130
-5551,5927,-1289,2338,-3453
3050,4534,-3004,8024,480
-4106,-1618,-8550,7037,1356
-7731,712,-1537,-7257,-8946
4205,-3431,-6034,-6871,8878
-497,7775,-1912,6692,-113
3173,2937,8605,9568,-2268
-8487,5511,4813,7570,-1533
-8199,8890,-6840,9334,-8211
3861,5409,5004,5683,8515
-580,8806,2238,-8086,-8507
7608,5112,-7406,-6884,6005
8681,9014,-8091,-8139,8390
4327,5421,-6668,9270,-9962
1493,-653,-8028,-5768,1456
-7052,-3714,549,-4784,5264
4495,-203,963,1940,5668
-4003,9347,9682,1852,-8195
-1476,1567,9758,4721,5302
1910,8039,9648,-6030,-5817
5975,-252,6539,7480,6916
7339,67,5627,1942,6175
1697,-3042,-8157,219,-3874
6069,-6533,-3968,6904,-7670
5743,300,-398,-6005,7722
-2991,3896,-87,-3829,-3052
2160,-5147,-2615,2523,-6021
-6596,1332,7172,-1077,3017
6869,-9709,2685,3350,5402
-4132,1347,3210,-4910,-1301
-2433,-4016,1256,8257,4285
-864,6611,-3198,-283,8951
-8433,-8052,9632,-4072,4427
-7724,86,1486,9792,-7146
1229,9488,-1817,8578,-6712
7707,-661,6570,-190,-7228
-8750,2873,3117,-2405,515
-2774,-1331,-1685,4777,7350
9636,6869,-3253,-1699,9887
2208,-6413,4553,649,9461
-1964,6113,4733,3000,8057
-7342,7253,9186,5759,-4139
8062,3153,-8505,2909,-4910
3229,-2518,-9732,-3733,-5161
-294,8975,9508,5834,-6112
28,-2630,1015,6429,4964
2732,-6318,-6147,3364,-2927
-6836,-7975,-8959,1871,6340
1799,5007,-3714,-9841,-2293
-5313,-2236,7202,-9430,-9709
2900,2012,245,8982,2538
-132,-9734,-1449,-6178,503
-1903,6882,-1272,5498,-9094
6227,-6823,7039,-4887,8437
-8035,1313,5620,-1052,-1083
7109,9160,4901,-1772,159
4288,-2773,3024,-7249,-5077
3241,-9248,6915,-5446,6139
-5005,2505,6783,2443,5919
-7500,2545,-8568,-3806,794
-8445,899,-5756,-5044,6119
4334,4850,-8638,6706,4899
-6802,5331,7243,-3978,1505
-9239,-5154,-4007,-5834,-3837
1122,-2206,9219,2423,9035
-327,-6804,5497,2296,6910
-3227,-1783,5961,-4738,9307
6224,1870,1482,-4139,-6507
-1503,-2495,-4316,9471,9733
-1616,-740,-7823,-295,4773
-3564,2629,5341,-223,-7970
4828,-8570,-5942,-3058,-8444
-1554,7360,987,-1227,4262
7116,-3533,-2487,-5559,9612
9444,-1831,615,672,-7955
-4939,2529,-1883,6827,2398
7078,-6733,-9706,-1021,-7084
479,-6950,9600,8360,4761
-3672,-7734,-9215,2343,5207
-2463,4325,9224,-4348,4547
-2960,6631,-520,1365,-1453
4278,-3590,-3940,2135,-3233
2662,-6765,1542,-310,-970
1420,973,-1271,-4340,5463
8267,-5515,-8860,1608,4377
5163,-5298,-310,2340,1453
-8713,-7097,4906,9528,7661
-283,-9542,2908,8733,-3470
2759,-5477,-8146,426,-9226
-6091,-7023,-959,2038,-8840
4068,7327,-7867,-6962,-9537
906,2982,9541,-8819,-6985
5736,-2892,-7960,-2458,1268
9447,-6008,-4026,7655,8870
1979,-522,4623,-5105,-2751
2016,1976,8792,2497,-1507
2653,-1744,-1713,-450,-2134
-7278,-9862,160,5919,9059
-7062,280,-7766,-6349,1255
5727,-4874,5754,-2938,-9400
1993,8527,-611,5414,318
-5212,7413,-8132,4057,2384
5300,-1730,-6291,-2953,2384
-932,5431,-7122,2280,-1268
5284,3741,1921,5961,9744
3076,1844,1723,4559,2297
-3847,7016,8213,-9545,-1771
2981,-1852,2059,7310,-5768
7649,-6831,-3914,-2010,721
3644,8169,3007,6234,-3192
6263,5542,2244,3838,685
-8068,3347,3570,8062,-5838
-3462,542,-2968,-7533,9679
1469,-5121,-2505,-134,624
562,-3252,2862,2933,7100
-7320,4023,7980,-6509,988
5270,-2934,9634,5167,-1914
9742,6159,-4007,1271,7424
8191,7628,-3072,1599,2552
-2072,9287,1884,5768,-8668
-6091,1093,-9348,-4514,5542
8302,-4733,-8571,3585,-291
6853,-7207,3995,1336,-2511
8900,1961,-7453,-5137,-256
7864,-1077,5104,6320,5626
-4387,-6456,-9488,-3451,-1878
-3293,2687,6060,-2008,2248
9958,-3360,695,7632,-8148
-5731,1369,-3131,-6976,-6130
477,-1541,6581,4441,-8184
7321,2870,-5127,-340,-1537
-3625,-5799,-6515,8388,-998
-4611,-4220,150,4012,-2670
-255,8162,-6279,3189,4342
-5823,5647,7092,770,7963
9430,7310,-5280,-8612,-4197
4097,-3607,-293,-7442,-6407
-5888,-2054,4634,-8797,-1902
4345,4327,3734,-6666,-8808
-2377,5737,-828,-7515,3312
-6734,-4507,-7133,-3210,9147
-6439,9036,7909,6087,-5601
5224,-2331,3515,1079,8640
1359,6748,-2899,-969,-8925
5613,3509,8093,6355,2321
-3055,780,685,4406,-4428
7775,-4107,554,436,-609
7570,1996,3052,-3563,-9943
-5810,2286,4116,4221,9343
-8269,-6779,3431,6835,-6814
3534,-4008,-9938,1315,-6076
-1528,-139,8348,4025,-5783
3530,-9324,7692,-5068,4595
-2307,8146,-3928,4651,-1795
2044,-7983,8374,-1686,7720
-2772,5591,2653,-131,5597
-4968,3357,-8125,-8858,-5206
5307,5305,-7770,4176,-2198
441,-9655,-8653,-1713,-463
-8116,596,4210,2010,-3814
9478,577,-8282,-3923,7406
4252,826,-9061,3089,2348
134,-9579,2077,4630,-5529
-4794,7224,5967,-3346,-3495
-4479,7629,6331,5194,-6524
-2004,4748,-8992,-4639,-5031
-1545,7161,-7113,3115,8565
-9737,-246,7851,4638,-6338
3255,2225,-4343,9197,-5945
213,1369,5912,6441,-2483
1381,9837,-2669,-6106,9333
4123,2329,5396,9964,-954
7822,6316,5720,4306,-5941
1223,9068,-6211,-6734,5408
